id	printers_id	purpose	time	material_amount	material_type	material_colour	price	print_comment	status	print_started_by	print_finished_by	created_at	updated_at
1051	9	Use	00:13:00	2.1	 		0.5	0	Success	55	55	07/10/2015 09:00	07/10/2015 09:13
1052	13	Loan	87:00:00	0	PLA		0	returned on 20/10/2015 to T. Standen (Platform not heating properly. Intermittent cable connection issues probably the cause.)	Success	39	39	14/10/2015 18:00	18/10/2015 09:00
1053	16	Use	01:22:00	16.6	 		3	0	Success	28	28	14/10/2015 09:00	14/10/2015 10:22
1054	4	Use	00:44:00	5.1	 		1.5	0	Success	28	28	14/10/2015 09:00	14/10/2015 09:44
1055	3	Use	00:21:00	6.8	 		1	0	Success	28	28	14/10/2015 09:00	14/10/2015 09:21
1056	2	Use	01:28:00	15.9	 		3	0	Success	28	28	14/10/2015 09:00	14/10/2015 10:28
1057	10	Use	00:32:00	5.6	 		1.5	0	Success	28	28	14/10/2015 09:00	14/10/2015 09:32
1058	10	Use	00:33:00	7.4	 		1.5	0	Success	28	28	14/10/2015 09:32	14/10/2015 10:05
1059	26	Use	07:47:00	172.2	 		24.5	0	Success	7	7	21/10/2015 09:00	21/10/2015 16:47
1060	22	Use	00:21:00	7.7	 		1	0	Success	7	7	21/10/2015 09:00	21/10/2015 09:21
1061	28	Use	00:33:00	5	 		1.5	0	Success	7	7	21/10/2015 09:00	21/10/2015 09:33
1062	2	Use	03:34:00	87.5	 		10	Print Failed. No charge.	Failed	7	7	21/10/2015 09:00	21/10/2015 09:21
1063	23	Use	00:46:00	8.3	 		2	0	Success	7	7	21/10/2015 09:00	21/10/2015 09:46
1064	18	Use	01:01:00	16.8	 		2.5	0	Success	7	7	21/10/2015 09:00	21/10/2015 10:01
1065	17	Use	00:42:00	7.5	 		1.5	0	Success	7	7	21/10/2015 09:00	21/10/2015 09:42
1066	19	Use	00:31:00	7.5	 		1.5	0	Success	7	7	21/10/2015 09:00	21/10/2015 09:31
1067	24	Use	06:14:00	67.5	 		0	0	Success	7	7	21/10/2015 09:00	21/10/2015 15:14
1068	24	Use	03:50:00	40	 		0	0	Success	7	7	21/10/2015 15:14	21/10/2015 19:04
1069	26	Use	06:41:00	110	 		19	0	Success	26	26	28/10/2015 09:00	28/10/2015 15:41
1070	23	Use	01:30:00	37	 		4.5	0	Success	26	26	28/10/2015 09:00	28/10/2015 10:30
1071	24	Use	29:25:00	457	 		82	0	Success	26	26	28/10/2015 09:00	29/10/2015 14:25
1072	19	Use	01:22:00	24	 		3.5	0	Success	26	26	28/10/2015 09:00	28/10/2015 10:22
1073	10	Use	01:27:00	28.5	 		4	0	Success	28	28	28/10/2015 09:00	28/10/2015 10:27
1074	20	Use	01:30:00	17.9	 		3.5	0	Success	28	28	28/10/2015 09:00	28/10/2015 10:30
1075	18	Use	01:33:00	36.8	 		4.5	0	Success	28	28	28/10/2015 09:00	28/10/2015 10:33
1076	4	Use	00:22:00	6	 		1	0	Success	28	28	28/10/2015 09:00	28/10/2015 09:22
1077	17	Loan	111:00:00	0	 		0	returned on 02/11/2015 to T. Standen	Success	54	54	28/10/2015 18:00	02/11/2015 09:00
1078	24	Use	26:45:00	415	 		74.5	0	Success	26	26	30/10/2015 09:00	31/10/2015 11:45
1079	10	Use	01:58:00	26.1	 		4.5	Print failed	Failed	54	54	02/11/2015 09:00	02/11/2015 09:11
1080	16	Use	03:15:00	40.7	 		7	Print failed - two components started to peel away	Failed	54	54	02/11/2015 09:00	02/11/2015 09:19
1081	10	Use	01:58:00	26.1	 		4.5	Second attempt at print - failed. Part peeling away. Advised to reconsider design.	Failed	54	54	02/11/2015 09:11	02/11/2015 09:23
1082	18	Use	01:02:00	23.3	 		3	0	Success	54	54	02/11/2015 09:00	02/11/2015 10:02
1083	18	Use	01:10:00	11.7	 		2.5	0	Success	54	54	02/11/2015 10:02	02/11/2015 11:12
1084	16	Use	00:47:00	10.2	 		2	0	Success	55	55	02/11/2015 09:19	02/11/2015 10:06
1085	10	Use	01:55:00	26.1	 		4.5	0	Success	55	55	02/11/2015 09:23	02/11/2015 11:18
1086	17	Use	01:45:00	24	 		4	0	Success	55	55	02/11/2015 09:00	02/11/2015 10:45
1087	16	Use	00:47:00	10.2	 		2	0	Success	55	55	02/11/2015 10:06	02/11/2015 10:53
1088	16	Use	01:35:00	20.4	 		3.5	0	Success	55	55	02/11/2015 10:53	02/11/2015 12:28
1089	16	Use	02:22:00	19.9	 		6	0	Success	55	55	02/11/2015 12:28	02/11/2015 14:50
1090	10	Use	01:42:00	23.3	 		4	0	Success	26	26	02/11/2015 11:18	02/11/2015 13:00
1091	17	Use	01:42:00	23.3	 		4	0	Success	26	26	02/11/2015 10:45	02/11/2015 12:27
1092	28	Use	04:04:00	38	 		8	0	Success	26	26	02/11/2015 09:00	02/11/2015 13:04
1093	26	Use	05:03:00	49.5	 		13	0	Success	7	7	04/11/2015 09:00	04/11/2015 14:03
1094	19	Use	00:50:00	6.1	 		0	0	Success	7	7	04/11/2015 09:00	04/11/2015 09:50
1095	19	Use	00:53:00	14.5	 		0	failed	Failed	7	7	04/11/2015 09:50	04/11/2015 09:55
1096	18	Use	02:33:00	20.3	 		5	0	Success	7	7	04/11/2015 09:00	04/11/2015 11:33
1097	16	Use	01:13:00	15.1	 		3	0	Success	7	7	04/11/2015 09:00	04/11/2015 10:13
1098	4	Use	00:22:00	3.8	 		1	0	Success	7	7	04/11/2015 09:00	04/11/2015 09:22
1099	23	Loan	159:00:00	169	 		0	returned on 11/11/2015 to L. Muscutt	Success	26	26	04/11/2015 18:00	11/11/2015 09:00
1100	21	Use	00:10:00	16	 		0	0	Success	24	24	04/11/2015 09:00	04/11/2015 09:10
1101	26	Use	04:57:00	73.7	 		11.5	0	Success	26	26	04/11/2015 14:03	04/11/2015 19:00
1102	16	Use	00:49:00	8.1	 		0	0	Success	39	39	04/11/2015 10:13	04/11/2015 11:02
1103	17	Use	00:44:00	14	 		2	0	Success	39	39	04/11/2015 09:00	04/11/2015 09:44
1104	23	Use	00:46:00	12.4	 		2	0	Success	39	39	04/11/2015 09:00	04/11/2015 09:46
1105	22	Use	00:44:00	1.1	 		1.5	0	Success	39	39	04/11/2015 09:00	04/11/2015 09:44
1106	26	Use	04:57:00	73.7	 		14	0	Success	26	26	11/11/2015 09:00	11/11/2015 13:57
1107	22	Use	00:38:00	5.2	 		0	0	Success	26	26	11/11/2015 09:00	11/11/2015 09:38
1108	24	Use	05:39:00	141.2	 		18.5	0	Success	26	26	11/11/2015 09:00	11/11/2015 14:39
1109	22	Use	00:45:00	6.7	 		0	0	Success	39	39	11/11/2015 09:38	11/11/2015 10:23
1110	2	Use	00:44:00	8.5	 		2	0	Success	39	39	11/11/2015 09:00	11/11/2015 09:44
1111	16	Use	00:10:00	1.9	 		0.5	0	Success	39	39	11/11/2015 09:00	11/11/2015 09:10
1112	1	Use	00:28:00	4.7	 		1	0	Success	39	39	11/11/2015 09:00	11/11/2015 09:28
1113	23	Use	01:33:00	30.7	 		4	0	Success	58	58	11/11/2015 09:00	11/11/2015 10:33
1114	16	Use	01:14:00	26.8	 		3.5	0	Success	58	58	11/11/2015 09:10	11/11/2015 10:24
1115	17	Use	01:14:00	11.7	 		2.5	0	Success	58	58	11/11/2015 09:00	11/11/2015 10:14
1116	26	Use	08:37:00	216.3	 		24	0	Success	58	58	11/11/2015 13:57	11/11/2015 22:34
1117	28	Use	27:23:00	419	 		76	0	Success	26	26	11/11/2015 09:00	12/11/2015 12:23
1118	22	Use	00:44:00	11.3	 		0	0	Success	39	39	18/11/2015 09:00	18/11/2015 09:44
1119	24	Use	03:54:00	96.6	 		11	0	Success	7	7	18/11/2015 09:00	18/11/2015 12:54
1120	16	Use	01:06:00	13.9	 		2.5	0	Success	7	7	18/11/2015 09:00	18/11/2015 10:06
1121	2	Use	00:46:00	8.8	 		2	0	Success	54	54	18/11/2015 09:00	18/11/2015 09:46
1122	28	Use	02:46:00	62.4	 		7.5	0	Success	55	55	18/11/2015 09:00	18/11/2015 11:46
1123	13	Use	00:53:00	14.8	 		0	0	Success	55	55	18/11/2015 09:00	18/11/2015 09:53
1124	13	Use	00:53:00	14.8	 		0	0	Success	28	28	18/11/2015 09:53	18/11/2015 10:46
1125	2	Use	00:46:00	8.8	 		2	0	Success	28	28	18/11/2015 09:46	18/11/2015 10:32
1126	2	Use	01:29:00	17.6	 		3.5	0	Success	28	28	18/11/2015 10:32	18/11/2015 12:01
1127	2	Use	00:46:00	8.8	 		2	0	Success	28	28	18/11/2015 12:01	18/11/2015 12:47
1128	17	Use	01:37:00	21.2	 		3.5	0	Success	28	28	18/11/2015 09:00	18/11/2015 10:37
1129	18	Use	01:48:00	20.6	 		4	0	Success	28	28	18/11/2015 09:00	18/11/2015 10:48
1130	23	Use	02:33:00	10	 		4.5	0	Success	28	28	18/11/2015 09:00	18/11/2015 11:33
1131	17	Use	02:47:00	21.6	 		5.5	0	Success	28	28	18/11/2015 10:37	18/11/2015 13:24
1132	2	Use	00:22:00	3.5	 		0	0	Success	39	39	23/11/2015 09:00	23/11/2015 09:22
1133	23	Use	00:14:00	2.9	 		0	0	Success	39	39	23/11/2015 09:00	23/11/2015 09:14
1134	2	Use	00:26:00	4.3	 		0	0	Success	39	39	23/11/2015 09:22	23/11/2015 09:48
1135	23	Use	03:20:00	65.1	 		8.5	0	Success	39	39	25/11/2015 09:00	25/11/2015 12:20
1136	28	Use	04:24:00	116.8	 		12.5	0	Success	28	28	25/11/2015 09:00	25/11/2015 13:24
1137	18	Use	01:30:00	18.1	 		4	0	Success	28	28	25/11/2015 09:00	25/11/2015 10:30
1138	13	Use	01:45:00	19.1	 		4.5	0	Success	28	28	25/11/2015 09:00	25/11/2015 10:45
1139	17	Use	00:49:00	9.9	 		2.5	0	Success	28	28	25/11/2015 09:00	25/11/2015 09:49
1140	16	Use	01:23:00	14.3	 		3	Get code later	Success	58	58	25/11/2015 09:00	25/11/2015 10:23
1141	13	Use	00:14:00	2.7	 		0.5	0	Success	58	58	25/11/2015 10:45	25/11/2015 10:59
1142	23	Use	00:45:00	10	 		2	0	Success	58	58	02/12/2015 09:00	02/12/2015 09:45
1143	26	Use	04:22:00	108.1	 		14.5	0	Success	58	58	02/12/2015 09:00	02/12/2015 13:22
1144	23	Use	03:18:00	16.7	 		7.5	0	Success	58	58	02/12/2015 09:45	02/12/2015 13:03
1145	28	Use	29:47:00	175.5	 		53.5	0	Success	55	55	02/12/2015 09:00	03/12/2015 14:47
1146	21	Use	01:28:00	16	 		3	0	Success	55	55	02/12/2015 09:00	02/12/2015 10:28
1147	26	Use	03:42:00	84.1	 		10	0	Success	54	54	02/12/2015 13:22	02/12/2015 17:04
1148	23	Use	05:43:00	288	 		26	0	Success	26	26	09/12/2015 09:00	09/12/2015 14:43
1149	22	Use	01:33:00	30.7	 		4	0	Success	26	26	09/12/2015 09:00	09/12/2015 10:33
1150	10	Use	02:02:00	48	 		5.5	0	Success	28	28	09/12/2015 09:00	09/12/2015 11:02
1151	16	Use	03:03:00	74.7	 		8.5	0	Success	28	28	09/12/2015 09:00	09/12/2015 12:03
1152	26	Use	06:20:00	168.4	 		18	0	Success	28	28	09/12/2015 09:00	09/12/2015 15:20
1153	22	Use	01:42:00	18	 		4.5	failed	Failed	7	7	17/12/2015 09:00	17/12/2015 09:10
1154	22	Use	01:42:00	18	 		4.5	failed	Failed	7	7	17/12/2015 09:10	17/12/2015 09:20
1155	22	Use	01:42:00	18	 		4.5	failed	Failed	7	7	17/12/2015 09:20	17/12/2015 09:30
1156	22	Use	01:42:00	18	 		4.5	failed	Failed	7	7	17/12/2015 09:30	17/12/2015 09:40
1157	22	Use	01:42:00	18	 		4.5	0	Success	7	7	17/12/2015 09:40	17/12/2015 11:22
1158	20	Use	00:36:00	12.6	 		2	failed	Failed	8	8	12/01/2016 09:00	12/01/2016 09:03
1159	16	Use	00:39:00	10.4	 		1.5	0	Success	8	8	12/01/2016 09:00	12/01/2016 09:39
1160	17	Use	01:20:00	17.7	 		3	id: 27682838	Success	27	27	12/01/2016 09:00	12/01/2016 10:20
1161	20	Use	00:57:00	9	 		2	0	Success	27	27	12/01/2016 09:03	12/01/2016 10:00
1162	18	Use	01:09:00	15	 		2.5	0	Success	27	27	12/01/2016 09:00	12/01/2016 10:09
1163	17	Use	00:07:00	18	 		1.5	0	Success	27	27	12/01/2016 10:20	12/01/2016 10:27
1164	16	Use	01:07:00	22.3	 		3	0	Success	27	27	12/01/2016 09:39	12/01/2016 10:46
1165	19	Use	00:24:00	6.6	 		1	0	Success	27	27	12/01/2016 09:00	12/01/2016 09:24
1166	22	Use	00:59:00	22.4	 		3	0	Success	27	27	12/01/2016 09:00	12/01/2016 09:59
1167	23	Use	00:39:00	14.2	 		2	0	Success	27	27	12/01/2016 09:00	12/01/2016 09:39
1168	17	Use	00:18:00	4.2	 		1	0	Success	27	27	12/01/2016 10:27	12/01/2016 10:45
1169	17	Use	00:16:00	6.2	 		1	0	Success	27	27	12/01/2016 10:45	12/01/2016 11:01
1170	19	Use	00:26:00	10.6	 		1.5	0	Success	27	27	12/01/2016 09:24	12/01/2016 09:50
1171	23	Use	00:30:00	10	 		1.5	0	Success	10	10	13/01/2016 09:00	13/01/2016 09:30
1172	16	Use	00:30:00	10	 		1.5	or td3g15?	Success	10	10	13/01/2016 09:00	13/01/2016 09:30
1173	20	Use	00:30:00	10	 		1.5	or hjb3g15?	Success	10	10	13/01/2016 09:00	13/01/2016 09:30
1174	13	Use	00:30:00	10	 		1.5	0	Success	10	10	13/01/2016 09:00	13/01/2016 09:30
1175	17	Use	00:30:00	10	 		1.5	0	Success	10	10	13/01/2016 09:00	13/01/2016 09:30
1176	2	Use	00:30:00	10	 		1.5	0	Success	10	10	13/01/2016 09:00	13/01/2016 09:30
1177	23	Use	00:32:00	5.6	 		1.5	0	Success	27	27	13/01/2016 09:30	13/01/2016 10:02
1178	22	Use	00:40:00	10.7	 		2	0	Success	27	27	13/01/2016 09:00	13/01/2016 09:40
1179	13	Use	00:16:00	3.3	 		1	0	Success	27	27	13/01/2016 09:30	13/01/2016 09:46
1180	17	Use	00:28:00	4.2	 		1.5	0	Success	27	27	13/01/2016 09:30	13/01/2016 09:58
1181	13	Use	00:11:00	3.3	 		1	0	Success	27	27	13/01/2016 09:46	13/01/2016 09:57
1182	22	Use	01:02:00	21.3	 		3.5	0	Success	27	27	13/01/2016 09:40	13/01/2016 10:42
1183	20	Use	00:16:00	6.5	 		1	0	Success	27	27	13/01/2016 09:30	13/01/2016 09:46
1184	20	Use	00:16:00	6.5	 		1	0	Success	26	26	14/01/2016 09:00	14/01/2016 09:16
1185	17	Use	00:19:00	5.3	 		1	0	Success	26	26	14/01/2016 09:00	14/01/2016 09:19
1186	2	Use	00:36:00	5.6	 		1.5	0	Success	26	26	14/01/2016 09:00	14/01/2016 09:36
1187	17	Use	00:19:00	5.3	 		1	0	Success	26	26	14/01/2016 09:19	14/01/2016 09:38
1188	22	Use	01:15:00	20	 		3	0	Success	26	26	14/01/2016 09:00	14/01/2016 10:15
1189	23	Use	00:46:00	10.6	 		2.5	0	Success	26	26	14/01/2016 09:00	14/01/2016 09:46
1190	12	Use	00:52:00	15.5	 		2.5	0	Success	10	10	15/01/2016 09:00	15/01/2016 09:52
1191	17	Use	01:13:00	9.3	 		2.5	0	Success	10	10	15/01/2016 09:00	15/01/2016 10:13
1192	8	Use	00:50:00	16.2	 		2.5	0	Success	10	10	15/01/2016 09:00	15/01/2016 09:50
1193	2	Use	00:18:00	2.2	 		1	0	Success	10	10	15/01/2016 09:00	15/01/2016 09:18
1194	1	Use	00:43:00	16.2	 		2	0	Success	10	10	15/01/2016 09:00	15/01/2016 09:43
1195	23	Use	00:50:00	9.8	 		2	0	Success	10	10	15/01/2016 09:00	15/01/2016 09:50
1196	23	Use	00:49:00	10.5	 		2.5	0	Success	26	26	15/01/2016 09:50	15/01/2016 10:39
1197	12	Use	00:16:00	3.4	 		1	0	Success	26	26	15/01/2016 09:52	15/01/2016 10:08
1198	22	Use	02:31:00	37.8	 		6	with tw10g14 (427017079)	Success	7	7	12/01/2016 09:59	12/01/2016 12:30
1199	23	Use	00:36:00	4.6	 		1.5	failed	Failed	7	7	12/01/2016 09:39	12/01/2016 09:42
1200	20	Use	00:28:00	8.3	 		1.5	0	Success	7	7	12/01/2016 10:00	12/01/2016 10:28
1201	23	Use	01:14:00	22.7	 		3	0	Success	7	7	12/01/2016 09:42	12/01/2016 10:56
1202	17	Use	00:18:00	2.4	 		1	0	Success	7	7	12/01/2016 11:01	12/01/2016 11:19
1203	17	Use	00:28:00	5	 		1.5	failed	Failed	7	7	12/01/2016 11:19	12/01/2016 11:21
1204	17	Use	00:54:00	5.6	 		2	0	Success	8	8	15/01/2016 10:13	15/01/2016 11:07
1205	12	Use	00:16:00	3.4	 		1	0	Success	8	8	15/01/2016 10:08	15/01/2016 10:24
1206	23	Use	00:44:00	8.2	 		2	0	Success	8	8	15/01/2016 10:39	15/01/2016 11:23
1207	16	Use	00:49:00	7.2	 		2	0	Success	8	8	15/01/2016 09:00	15/01/2016 09:49
1208	20	Use	00:22:00	7.4	 		1	0	Success	8	8	15/01/2016 09:00	15/01/2016 09:22
1209	23	Use	05:40:00	54.6	 		11.5	0	Success	8	8	15/01/2016 11:23	15/01/2016 17:03
1210	2	Use	00:41:00	16.6	 		2	0	Success	8	8	15/01/2016 09:18	15/01/2016 09:59
1211	17	Use	00:17:00	1.8	 		1	0	Success	8	8	15/01/2016 11:07	15/01/2016 11:24
1212	16	Use	00:41:00	7.2	 		1.5	failed	Failed	8	8	15/01/2016 09:49	15/01/2016 09:53
1213	20	Use	00:20:00	4.6	 		1	0	Success	8	8	15/01/2016 09:22	15/01/2016 09:42
1214	16	Use	00:28:00	3.3	 		1	0	Success	8	8	15/01/2016 09:53	15/01/2016 10:21
1215	17	Use	00:29:00	10	 		1.5	0	Success	8	8	13/01/2016 09:58	13/01/2016 10:27
1216	20	Use	00:25:00	4.2	 		1	0	Success	8	8	13/01/2016 09:46	13/01/2016 10:11
1217	23	Use	01:02:00	15.5	 		2.5	0	Success	8	8	13/01/2016 10:02	13/01/2016 11:04
1218	22	Use	00:37:00	10.7	 		1.5	0	Success	8	8	13/01/2016 10:42	13/01/2016 11:19
1219	22	Use	06:00:00	4.2	 		9.5	failed	Failed	8	8	13/01/2016 11:19	13/01/2016 11:55
1220	16	Use	01:04:00	16.5	 		2.5	0	Success	8	8	13/01/2016 09:30	13/01/2016 10:34
1221	19	Use	00:32:00	5.6	 		1.5	0	Success	8	8	13/01/2016 09:00	13/01/2016 09:32
1222	26	Use	08:05:00	51.3	 		19	0	Success	8	8	13/01/2016 09:00	13/01/2016 17:05
1223	24	Use	04:03:00	118.9	 		12.5	Fail	Failed	8	8	13/01/2016 09:00	13/01/2016 09:24
1224	16	Use	04:03:00	118.9	 		12.5	0	Success	8	8	13/01/2016 10:34	13/01/2016 14:37
1225	22	Use	04:03:00	118.9	 		12.5	Failed	Failed	8	8	18/01/2016 09:00	18/01/2016 09:24
1226	28	Use	03:47:00	90.4	 		10.5	Failed	Failed	8	8	18/01/2016 09:00	18/01/2016 09:22
1227	17	Use	03:57:00	89.8	 		10.5	Failed	Failed	8	8	18/01/2016 09:00	18/01/2016 09:23
1228	23	Use	06:54:00	89.8	 		15	0	Success	8	8	18/01/2016 09:00	18/01/2016 15:54
1229	17	Use	03:56:00	89.6	 		10.5	Failed	Failed	8	8	18/01/2016 09:23	18/01/2016 09:47
1230	17	Use	03:57:00	90.1	 		10.5	Failed	Failed	8	8	18/01/2016 09:47	18/01/2016 10:11
1231	17	Use	03:55:00	89.1	 		10.5	failed	Failed	7	7	18/01/2016 10:11	18/01/2016 10:34
1232	22	Use	04:03:00	118.9	 		12.5	failed	Failed	7	7	18/01/2016 09:24	18/01/2016 09:48
1233	4	Use	00:08:00	1.8	 		0.5	cohort and use case unclear	Success	7	7	18/01/2016 09:00	18/01/2016 09:08
1234	24	Use	03:49:00	118.9	 		12	0	Success	7	7	18/01/2016 09:00	18/01/2016 12:49
1235	16	Use	05:05:00	113.4	 		13.5	failed	Failed	7	7	18/01/2016 09:00	18/01/2016 09:30
1236	28	Use	06:05:00	113.4	 		13.5	0	Success	7	7	18/01/2016 09:22	18/01/2016 15:27
1237	17	Use	07:54:00	92.4	 		16.5	0	Success	7	7	18/01/2016 10:34	18/01/2016 18:28
1238	9	Use	01:06:00	13.9	 		2.5	failed	Failed	7	7	18/01/2016 09:00	18/01/2016 09:06
1239	2	Use	03:08:00	84.1	 		9	0	Success	7	7	18/01/2016 09:00	18/01/2016 12:08
1240	22	Use	01:13:00	28.7	 		3.5	0	Success	7	7	18/01/2016 09:48	18/01/2016 11:01
1241	9	Use	01:26:00	18.3	 		3.5	0	Success	7	7	18/01/2016 09:06	18/01/2016 10:32
1242	17	Use	03:18:00	92.6	 		10	0	Success	7	7	18/01/2016 18:28	18/01/2016 21:46
1243	12	Use	02:12:00	18.7	 		4.5	0	Success	26	26	18/01/2016 09:00	18/01/2016 11:12
1244	22	Use	03:03:00	83.3	 		9	0	Success	10	10	20/01/2016 09:00	20/01/2016 12:03
1245	23	Use	01:10:00	15.3	 		3	0	Success	19	19	20/01/2016 09:00	20/01/2016 10:10
1246	17	Use	00:29:00	5.7	 		1.5	0	Success	19	19	20/01/2016 09:00	20/01/2016 09:29
1247	12	Use	01:06:00	13.6	 		2.5	0	Success	19	19	20/01/2016 09:00	20/01/2016 10:06
1248	8	Use	00:32:00	6.2	 		1.5	0	Success	19	19	20/01/2016 09:00	20/01/2016 09:32
1249	24	Use	07:49:00	209.9	 		22.5	0	Success	19	19	20/01/2016 09:00	20/01/2016 16:49
1250	8	Use	06:18:00	70.1	 		13	failed	Failed	19	19	20/01/2016 09:32	20/01/2016 10:09
1251	28	Use	06:53:00	67.7	 		17.5	0	Success	19	19	20/01/2016 09:00	20/01/2016 15:53
1252	23	Use	01:13:00	14.1	 		3	0	Success	19	19	20/01/2016 10:10	20/01/2016 11:23
1253	22	Use	00:43:00	5.9	 		1.5	0	Success	19	19	20/01/2016 12:03	20/01/2016 12:46
1254	17	Use	00:36:00	10.1	 		2	0	Success	19	19	20/01/2016 09:29	20/01/2016 10:05
1255	17	Use	00:32:00	5.8	 		1.5	0	Success	19	19	20/01/2016 10:05	20/01/2016 10:37
1256	17	Use	00:38:00	15.7	 		2.5	0	Success	19	19	20/01/2016 10:37	20/01/2016 11:15
1257	23	Use	00:24:00	7.1	 		1	0	Success	19	19	20/01/2016 11:23	20/01/2016 11:47
1258	17	Use	01:01:00	13.8	 		2.5	0	Success	19	19	20/01/2016 11:15	20/01/2016 12:16
1259	23	Use	01:00:00	14	 		2.5	0	Success	19	19	20/01/2016 11:47	20/01/2016 12:47
1260	17	Loan	05:00:00	30	 		1.5	returned on 20/01/2016 to J. Tang	Success	24	24	20/01/2016 13:00	20/01/2016 18:00
1261	12	Use	00:12:00	10	 		1	0	Success	39	39	27/01/2016 09:00	27/01/2016 09:12
1262	12	Use	03:08:00	21.8	 		7.5	0	Success	39	39	27/01/2016 09:12	27/01/2016 12:20
1263	23	Use	03:13:00	46.7	 		7.5	0	Success	39	39	27/01/2016 09:00	27/01/2016 12:13
1264	8	Use	01:49:00	14	 		4.5	0	Success	10	10	27/01/2016 09:00	27/01/2016 10:49
1265	13	Use	03:08:00	26.9	 		6.5	0	Success	10	10	27/01/2016 09:00	27/01/2016 12:08
1266	22	Use	01:08:00	12.3	 		2.5	0	Success	10	10	27/01/2016 09:00	27/01/2016 10:08
1267	8	Use	00:31:00	9.3	 		1.5	0	Success	10	10	27/01/2016 10:49	27/01/2016 11:20
1268	20	Use	00:22:00	7.9	 		1.5	William Powrie	Success	44	44	27/01/2016 09:00	27/01/2016 09:22
1269	22	Use	00:40:00	8.7	 		1.5	failed	Failed	19	19	27/01/2016 10:08	27/01/2016 10:12
1270	23	Use	00:07:00	0.8	 		0.5	0	Success	19	19	27/01/2016 12:13	27/01/2016 12:20
1271	23	Use	00:15:00	1.6	 		0.5	0	Success	19	19	27/01/2016 12:20	27/01/2016 12:35
1272	23	Use	01:46:00	22.7	 		4	0	Success	19	19	27/01/2016 12:35	27/01/2016 14:21
1273	20	Use	00:09:00	1	 		0.5	"Flying boat UAV design, build, fly GDP 10 under Andrew Keane (provided as GDP 1 mech - BC 21066701)"	Success	19	19	27/01/2016 09:22	27/01/2016 09:31
1274	4	Use	00:40:00	8.7	 		1.5	0	Success	19	19	27/01/2016 09:00	27/01/2016 09:40
1275	4	Use	01:15:00	14.8	 		4.5	ID: 1475983	Success	7	7	20/01/2016 09:00	20/01/2016 10:15
1276	28	Use	17:08:00	176.6	 		35	0	Success	7	7	03/02/2016 09:00	04/02/2016 02:08
1277	8	Use	06:18:00	70.1	 		13	0	Success	7	7	03/02/2016 09:00	03/02/2016 15:18
1278	12	Use	03:32:00	39	 		7.5	0	Success	7	7	03/02/2016 09:00	03/02/2016 12:32
1279	22	Use	00:17:00	2.4	 		1	0	Success	7	7	03/02/2016 09:00	03/02/2016 09:17
1280	23	Use	01:24:00	18.4	 		3.5	0	Success	7	7	03/02/2016 09:00	03/02/2016 10:24
1281	18	Use	03:05:00	37	 		6.5	0	Success	7	7	03/02/2016 09:00	03/02/2016 12:05
1282	3	Use	02:23:00	30.1	 		5.5	0	Success	7	7	03/02/2016 09:00	03/02/2016 11:23
1283	9	Use	00:49:00	9.3	 		2.5	Budget Holder William Powrie	Success	7	7	03/02/2016 09:00	03/02/2016 09:49
1284	22	Use	00:34:00	4.8	 		1.5	0	Success	7	7	03/02/2016 09:17	03/02/2016 09:51
1285	24	Use	06:36:00	38.9	 		15.5	0	Success	7	7	03/02/2016 09:00	03/02/2016 15:36
1286	22	Use	01:20:00	18	 		3	0	Success	7	7	03/02/2016 09:51	03/02/2016 11:11
1287	26	Use	23:30:00	372.9	 		54	student not known to do a GDP	Success	7	7	03/02/2016 09:00	04/02/2016 08:30
1288	23	Use	02:42:00	37.2	 		6	0	Success	7	7	03/02/2016 10:24	03/02/2016 13:06
1289	20	Use	04:52:00	47.2	 		10	0	Success	44	44	03/02/2016 09:00	03/02/2016 13:52
1290	21	Use	00:25:00	4.7	 		1	0	Success	19	19	03/02/2016 09:00	03/02/2016 09:25
1291	13	Use	00:16:00	3.1	 		1	0	Success	19	19	03/02/2016 09:00	03/02/2016 09:16
1292	9	Use	01:53:00	40	 		6	Budjet holder William Powrie	Success	19	19	03/02/2016 09:49	03/02/2016 11:42
1293	1	Use	06:00:00	85	 		13.5	0	Success	19	19	03/02/2016 09:00	03/02/2016 15:00
1294	10	Use	00:33:00	5.7	 		1.5	0	Success	19	19	03/02/2016 09:00	03/02/2016 09:33
1295	22	Use	02:38:00	36.9	 		6	failed	Failed	19	19	03/02/2016 11:11	03/02/2016 11:26
1296	21	Use	00:15:00	2.1	 		0.5	0	Success	19	19	03/02/2016 09:25	03/02/2016 09:40
1297	3	Use	00:12:00	8	 		1	0	Success	19	19	03/02/2016 11:23	03/02/2016 11:35
1298	12	Use	04:08:00	34.4	 		8	0	Success	19	19	03/02/2016 12:32	03/02/2016 16:40
1299	10	Use	04:23:00	47	 		9	0	Success	19	19	03/02/2016 09:33	03/02/2016 13:56
1300	21	Use	02:20:00	27	 		5	0	Success	19	19	03/02/2016 09:40	03/02/2016 12:00
1301	18	Use	00:18:00	1.9	 		1	0	Success	10	10	03/02/2016 12:05	03/02/2016 12:23
1302	24	Use	36:00:00	354	 		90	0	Success	10	10	03/02/2016 15:36	05/02/2016 03:36
1303	3	Use	01:19:00	17.8	 		3	0	Success	27	27	10/02/2016 09:00	10/02/2016 10:19
